Company,Name Gara,Address,Phone,Province,Brand,Liên kết
CÔNG TY TNHH MTV Ô TÔ SƠN TRÀ,HYUNDAI SƠN TRÀ,"286 Phạm Hùng, Xã Hòa Phước, Huyện Hòa Vang, TP Đà Nẵng",2363773555,Đà Nẵng,Hyundai,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN HYUNDAI HUẾ,HYUNDAI HUẾ,"434 Nguyễn Tất Thành, Thị Xã Hương Thủy, TP Huế",,Tt Huế,Hyundai,Bảo Lãnh (UIC)
CÔNG TY TNHH Ô TÔ TIẾN THU,HONDA QUẢNG NAM,"Quốc lộ 1A, Khối Phố Hòa Tây, Phường Hòa Thuận , TP Tam Kỳ, Tỉnh Quảng Nam , Việt Nam",02.353.545.556,Quảng Nam,Honda,Bảo Lãnh (UIC)
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐẠI BẢO AN,GARA ĐẠI BẢO AN,"145 Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ, Thành phố Đà Nẵng",,Đà Nẵng,Multibrand,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN BẾN THÀNH Ô TÔ,Bến Thành Ford,"831 Trường Chinh, phường Tây Thạnh, quận Tân Phú, HCM",2838157979,Tp Hcm,Ford,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN DỊCH VỤ SÀI GÒN ÔTÔ,Ford Phổ Quang,"104 Phổ Quang, phường 2, quận Tân Bình, tp HCM",0/ Tel: 0981 891 174,Tp Hcm,Ford,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN BẾN THÀNH Ô TÔ,Bến Thành Ford,"39 Chế Lan Viên, phường Tây Thạnh, quận Tân Phú, HCM",2838157979,Tp Hcm,Ford,Bảo Lãnh (UIC)
CÔNG TY TNHH Ô TÔ AN LỘC PHÚ,Garage An Lộc Phú,"991 Phạm Hùng, Bình Hưng, Bình Chánh, HCM ",0/ Tel: Mr.Thiện 0989799779,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
Công Ty TNHH TM DV Ô Tô Sóng Thần,Garage Ô tô Sóng Thần,"1/52 khu phố Bình Đức, phường Bình Hòa, thị xã Thuận An, Bình Dương ",0/ Tel: 0650 3727655 - Hotline: 0968673300 - 0911317798,Bình Dương,Multibrand,Bảo Lãnh (UIC)
Công Ty Cổ Phần Ô Tô Gia Định,Hyundai Gia Định,"162 Phạm Văn Đồng, Phường 3, Quận Gò Vấp, TP.HCM",0 – Hotline: 0899.49.04.07,Tp Hcm,Hyundai,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ NGỌC AN,Hyundai Ngọc An - CN Thủ Đức,"Số 327 Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, tp HCM – Hotline:",,Tp Hcm,Hyundai,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN VÂN NAM,Isuzu Vân Nam,"111/2 đường số 18, khu phố 2, phường Bình Hưng Hòa, quận Bình Tân, HCM",08 37270983,Tp Hcm,Isuzu,Bảo Lãnh (UIC)
XÍ NGHIỆP CÔNG NGHIỆP DỊCH VỤ Ô TÔ ISAMCO,Isamco Bình Triệu,"81 QL13, Hiệp Bình Chánh, Thủ Đức, Tp HCM -",0 Hotline 091 155 38 38,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
Công ty TNHH JVA Thành phố Hồ Chí Minh (Jeep Vietnam Automobiles),JVA,"1349 Huỳnh Tấn Phát, Quận 7",,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
Công ty TNHH Ô tô Việt Nhật,Huyndai Việt Nhật,"1a XL Hà Nội, Khu Phố 5, Thành phố Biên Hòa, Đồng Nai",,Đồng Nai,Hyundai,Bảo Lãnh (UIC)
CTY TNHH MTV Ô TÔ TRƯỜNG HẢI BÌNH TRIỆU,Kia Bình Triệu,"153 QL13, Khu phố 1, Thủ Đức, Tp HCM ",0– Hotline 093 880 70 40,Tp Hcm,Kia,Bảo Lãnh (UIC)
CHI NHÁNH CÔNG TY TNHH Ô TÔ NGÔI SAO VIỆT NAM TẠI KHU CHẾ XUẤT TÂN THUẬN,Mer Tân Thuận,"Lô DVTM 2&3, Đường số 7, Khu Chế Xuất, Quận 07","0, tp HCM - Hotline: 1800 6142",Bình Dương,Mercedes,Bảo Lãnh (UIC)
CTY TNHH ĐÔNG ĐÔ THÀNH,Subaru Bình Dương - Đông Đô Thành,"58/4A Đại Lộ Bình Dương, khu phố Bình Đức 2, phường Bình Hòa, Thị xã Thuận An, Bình Dương",0 / Tel: 0274 3636777 - Hotline: 0888 333 247,Đồng Nai,Subaru,Bảo Lãnh (UIC)
CÔNG TY TNHH ô tô Việt Nhật,Subaru Đồng Nai,"số 22A, Xa Lộ Hà Nội, khu phố 5B, Phường Tân Hiệp, Biên Hòa, Đồng Nai / ĐT: 0251 3686931 - 0919167051",,Đồng Nai,Subaru,Bảo Lãnh (UIC)
CHI NHÁNH TỔNG CÔNG TY BẾN THÀNH - TNHH MTV - TTKD Ô TÔ SÀI GÒN BẾN THÀNH,Sài Gòn Ford - Automax,"104 Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Tp HCM",,Tp Hcm,Ford,Bảo Lãnh (UIC)
Công Ty Cổ Phần Đầu Tư Và Dịch Vụ Seaprodex,Subaru Đà Nẵng,"1122 Ngô Quyền, phường An Hải Tây, quận Sơn Trà, Đà Nẵng/ Hotline: 0236 3792828, Tel: 0931 199678",,Đà Nẵng,Subaru,Bảo Lãnh (UIC)
CÔNG TY TNHH HÌNH TƯỢNG Ô TÔ SÀI GÒN,Subaru Gò Vấp,"19 Phan Văn Trị, phường 7, quận Gò Vấp, HCM / ĐT: 028 39210389 - 028 39895353",,Tp Hcm,Subaru,Bảo Lãnh (UIC)
CÔNG TY TNHH HÌNH TƯỢNG Ô TÔ SÀI GÒN,Subaru Gò Vấp,"Lô TH-1A, khu thương nghiệp nam, đường số 7, KCX Tân Thuận, phường Tân Thuận Đông, quận 7, HCM / ĐT:",,Tp Hcm,Subaru,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI TÂY Ô TÔ,Western Ford,"530 Kinh Dương Vương, phường An Lạc, quận Bình Tân, HCM / Tel: 028 38776732",2838776732,Tp Hcm,Ford,Bảo Lãnh (UIC)
Công ty Cổ Phần Ô Tô Minh Thanh,Subaru Quận 2 - Ô tô Minh Thanh,"Lô D3, đường D1, KCN, Phường Thạnh Mỹ Lợi, Quận 2, tp HCM – Hotline: 090 696 08 08",,Tp Hcm,Subaru,Bảo Lãnh (UIC)
Công ty Cổ phần Auto Invest Sài Gòn,Subaru Gia Định - Quận 12,"65/1A Lê Thị Riêng, khu phố 2, phường Thới An, quận 12, HCM / ĐT: 028 36206932 - Hotline: 0918335050",,Tp Hcm,Subaru,Bảo Lãnh (UIC)
Công ty TNHH Kim Sơn,Subaru Nha Trang,"1272 đường 23 tháng 10, phường Vĩnh Hiệp, tp Nha Trang / Hotline: 0333 548418",,Khánh Hòa,Subaru,Bảo Lãnh (UIC)
CÔNG TY TNHH TOYOTA HIROSHIMA TÂN CẢNG - HT,Toyota Hidroshima Tân Cảng,"220 Nguyễn Hữu Cảnh, P.22, Bình Thạnh, tp HCM – Hotline: 094 400 88 66",,Tp Hcm,Toyota,Bảo Lãnh (UIC)
CÔNG TY TNHH MTV TOYOTA PHÚ MỸ HƯNG,TOYOTA PHÚ MỸ HƯNG,"65 Đường Số 2, Khu Dân Cư Ven Sông, Quận 7, tp HCM7",0nan,Tp Hcm,Toyota,Bảo Lãnh (UIC)
CÔNG TY TNHH TOYOTA AN SƯƠNG - CHI NHÁNH TRƯỜNG CHINH,Toyota An Sương - CN Trường Chinh,"số 113 Trường Chinh, phường Tân Thới Nhất, quận 12, HCM",0 Tel: 028 62809999,Tp Hcm,Toyota,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN TOYOTA VŨNG TÀU,Toyota Vũng Tàu,"168 Đường Ba Tháng Hai, Phường 10, tp Vũng Tàu",0– Hotline : 092 944 44 66,Bà Rịa-Vũng Tàu,Toyota,Bảo Lãnh (UIC)
CÔNG TY CP TMDV Xe Hơi Vũng Tàu,Xe Hơi Vũng Tàu - Subaru,"688 Trương Công Định, phường An Ninh, tp Vũng Tàu ",0/ Tel: 0643 833899,Bà Rịa-Vũng Tàu,Subaru,Bảo Lãnh (UIC)
CHI NHÁNH TỔNG CÔNG TY CƠ KHÍ GIAO THÔNG VẬN TẢI SÀI GÒN - TNHH MỘT THÀNH VIÊN - XÍ NGHIỆP Ô TÔ TOYOTA - BẾN THÀNH,Toyota Bến Thành - Đại lộ Võ Văn Kiệt,"2078 Võ Văn Kiệt, An Lạc, Bình Tân, Tp HCM",,Tp Hcm,Toyota,Bảo Lãnh (UIC)
Công Ty Tnhh Thương Mại Dịch Vụ Bình Minh Xanh,Garage Bình Minh Xanh,"số 1/126, khu phố Hòa Lân 2, phường Thuận Giao, tp Thuận An, Bình Dương ",0/ SĐT gửi duyệt giá: 0908976267,Bình Dương,Multibrand,Bảo Lãnh (UIC)
DNTN GARAGE HỒNG ĐIỆP,Garage Điệp Nguyễn,"QL1A, Trung Mỹ Tây, Quận 12, tp HCM ",0– hotline: 090 300 34 55,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY TNHH PHÁT TRIỂN DỊCH VỤ 79,Garage ô tô 79,"209/24/26 đường số 10, phường 8, quận Gò Vấp, HCM -----35/7 Bế Văn Cấm, phường Tân Kiểng, quận 7, HCM / Tel: 028 36364968 - 0967765168",,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY TNHH TMDV SỮA CHỮA NHẬT NAM,Garage Nhật Nam,"106 Đ. Ng. Chí Quốc, Bình Chiểu, Thủ Đức, tp HCM",0 – hotline: 090 958 10 84,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY TNHH DV Ô TÔ THIÊN HẢI,Garage Thiên Hải,"45 Trần Thị Trọng, phường 15, quận Tân Bình, HCM / Tel: 0906136886 ",0- Hotline: 0908888289,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ Ô TÔ HẠNH PHÚC,Ô tô Hạnh Phúc,"Quốc lộ 13, thửa đất 499, tờ bản đồ 8, kp6, phường Thới Hòa, Tx Bến Cát, Bình Dương/ Hotline: 0274 3555326",,Bình Dương,Multibrand,Bảo Lãnh (UIC)
Công Ty Cổ Phần Thế Giới Auto,Auto world,"107 Trần Quốc Việt,Phú Mỹ, Quận 7, HCM / Tel: 028.62622178 - 0903360633",,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH Ô TÔ ĐÀ LẠT,Ford Bảo Lộc,"16G Trần Phú, phường Lộc Sơn, tp Bảo Lộc, Tỉnh Lâm Đồng / Tel: 02633 885566",,Lâm Đồng,Ford,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN Ô TÔ PHÚ MỸ,Phú Mỹ Ford,"lô B1, đường C2, KCN Cát Lái, phường Thạnh Mỹ Lợi, quận 2, HCM / Tel: 028 37425454",,Tp Hcm,Ford,Bảo Lãnh (UIC)
CÔNG TY TNHH Ô TÔ AN LỘC PHÚ,Garage An Lộc Phú,"991 Phạm Hùng, Bình Hưng, Bình Chánh, HCM / Tel: Mr.Thiện 0989799779",0/ Tel: Mr.Thiện 0989799779,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY TNHH Ô TÔ TẤN ĐẠT PHÁT,Honda Biên Hòa,"B04, KP3, Khu thương mại Amata, phường Long Bình, Biên Hòa, Đồng Na ",0Tel: 0i618.899767 - Hotline: 0947164222,Đồng Nai,Honda,Bảo Lãnh (UIC)
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TUẤN SEN,Garage Tuấn Sen,"43/6 Đường 17, Khu phố 5, Phường Linh Trung, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN DỊCH VỤ Ô TÔ HÀNG XANH,Haxaco Võ Văn Kiệt,"2008 Đại Lộ Võ Văn Kiệt, An Lạc, Bình Tân,tp HCM – hotline: 097 979 58 78",,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY TNHH TM DV Ô TÔ HÒA BÌNH MINH,Honda Bình Dương,"Thửa đất số 311, tờ bản đồ số 62(D2), khu phố Bình Đức 2, Phường Bình Hòa, Thành phố Thuận An, Tỉnh Bình Dương",2743763636,Bình Dương,Honda,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN DỊCH VỤ Ô TÔ HÀNG XANH,Haxaco Võ Văn Kiệt,"333 Điện Biên Phủ, Phường 15, Bình Thạnh, tp HCM – hotline: 0901 920 030",,Tp Hcm,Multibrand,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN ĐẦU TƯ LIÊN PHƯƠNG,Honda Cộng Hòa,"18 Cộng Hòa, phường 4, quận Tân Bình, HCM / ĐT: 028 38116868 - 028 38116789",,Tp Hcm,Honda,Bảo Lãnh (UIC)
CÔNG TY CỔ PHẦN Ô TÔ KIM THANH,Honda Kim Thanh,"số 6, đường 3 tháng 2, phường 15, quận 11, HCM / ĐT: 028 38662211 - 38662222",08 38662222,Tp Hcm,Honda,Bảo Lãnh (UIC)
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ Ô TÔ TÂY SÀI GÒN,Honda Phước Thành,"63 Đ. Võ Văn Kiệt, An Lạc, Bình Tân, tp HCM –",2838172222,Tp Hcm,Honda,Bảo Lãnh (UIC)
Công ty Cổ phần TMDV Thần Châu Auto,Công ty Cổ phần TMDV Thần Châu Auto,"171 Điện Biên Phủ, P.15, Q.Bình Thạnh, TP.HCM",028 3938 1294,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH TM Sửa chữa Ô Tô Thanh Giao,Công ty TNHH TM Sửa chữa Ô Tô Thanh Giao,"1 Ngô Văn Năm, Q.1, TP.HCM",028 3823 6445,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Chính Hiệp,Công ty TNHH Ô Tô Chính Hiệp,"45 Xa Lộ Hà Nội, P.Thảo Điền, Q.2, TP.HCM",028 3744 2696,Tp Hcm,Multibrand,Phú Hưng
Doanh Nghiệp Tư Nhân TM-KT Khang Thành,Doanh Nghiệp Tư Nhân TM-KT Khang Thành,"20-22 Đường số 1, P.Bình Khánh, Q.2, TP.HCM",028 6287 2127,Tp Hcm,Multibrand,Phú Hưng
Công ty Cổ phần Ô Tô Phú Mỹ,Công ty Cổ phần Ô Tô Phú Mỹ,"Lô B1, đường C2, KCN Cát Lái 2, P.Thạnh Mỹ Lợi, Q.2, TP.HCM",028 3742 5454,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH TMDV Auto Phú Mỹ,Công ty TNHH TMDV Auto Phú Mỹ,"2 Nguyễn Văn Quỳ, P.Phú Thuận, Q.7, TP.HCM",028 3873 2131,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Phạm Xuân,Công ty TNHH Phạm Xuân,"220 Lê Văn Lương, P.Tân Hưng, Q.7, TP.HCM",0126 838 3838,Tp Hcm,Multibrand,Phú Hưng
Chi nhánh Công ty TNHH Ô Tô Phúc Lập,Chi nhánh Công ty TNHH Ô Tô Phúc Lập,"452 Nguyễn Văn Linh, P.Tân Phú, Q.7, TP.HCM",028 3775 2385,Tp Hcm,Multibrand,Phú Hưng
Chi nhánh Phú Mỹ Hưng - Công ty CP Ô Tô Trường Hải,Chi nhánh Phú Mỹ Hưng - Công ty CP Ô Tô Trường Hải,"314 Nguyễn Văn Linh, P.Bình Thuận, Q.7, TP.HCM",028 3771 8054,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH MTV TOYOTA Phú Mỹ Hưng,TOYOTA Phú Mỹ Hưng,"806 Nguyễn Văn Linh, P.Tân Phú, Q.7, TP.HCM",028 5410 2626,Tp Hcm,Toyota,Phú Hưng
Công ty TNHH Ô Tô Sài Gòn Khánh Thiên,Công ty TNHH Ô Tô Sài Gòn Khánh Thiên,"584 Nguyễn Hữu Thọ, P.Tân Phong, Q.7, TP.HCM",0919 889 889,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Ngôi Sao Việt Nam,Công ty TNHH Ô Tô Ngôi Sao Việt Nam,"811 - 813 Nguyễn Văn Linh, P.Tân Phong, Q.7, TP.HCM",028 5411 2280,Tp Hcm,Multibrand,Phú Hưng
Chi nhánh Trường Chinh Công ty TNHH Ô Tô Ngôi Sao Việt Nam,Chi nhánh Trường Chinh Công ty TNHH Ô Tô Ngôi Sao Việt Nam,"2 Trường Chinh, P.Tây Thạnh, Q.Tân Phú, TP.HCM",028 3815 8888,Tp Hcm,Multibrand,Phú Hưng
Chi nhánh KCX Tân Thuận Công ty TNHH Ô Tô Ngôi Sao Việt Nam,Chi nhánh KCX Tân Thuận Công ty TNHH Ô Tô Ngôi Sao Việt Nam,"Lô DVTM-2 & 3, đường số 7, KCX Tân Thuận, P.Tân Thuận Đông, Q.7, TP.HCM",028 3770 8030,Tp Hcm,Multibrand,Phú Hưng
Garage Ô Tô Hiệp Cường,Garage Ô Tô Hiệp Cường,"155 Sư Vạn Hạnh, P.13, Q.10, TP.HCM",0909 930 856,Tp Hcm,Multibrand,Phú Hưng
Công ty Cổ phần DV Ô Tô Sài Gòn,Công ty Cổ phần DV Ô Tô Sài Gòn,"104 Phổ Quang, P.12, Q.Tân Bình, TP.HCM",028 3844 2947,Tp Hcm,Multibrand,Phú Hưng
Công ty CP Ô Tô Cường Thanh (CHEVROLET Sài Gòn),CHEVROLET Sài Gòn,"161F Dạ Nam, P.3, Q.8, TP.HCM",028 3983 2888,Tp Hcm,Chevrolet,Phú Hưng
Công ty Cổ phần TMDV Ô Tô Kim Phát,Công ty Cổ phần TMDV Ô Tô Kim Phát,"1A Trường Chinh, P.15, Q.Tân Bình, TP.HCM",028 2213 0066,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH TMDV Ô Tô Kim Khánh,Công ty TNHH TMDV Ô Tô Kim Khánh,"201-203 Lý Thường Kiệt, P.6, Q.Tân Bình, TP.HCM",028 3868 5711,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Tiên Phong Auto,Công ty TNHH Tiên Phong Auto,"2A Phan Văn Trị, P.10, Q.Gò Vấp, TP.HCM",028 6252 0808,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Cơ khí Ô Tô Phạm Gia,Công ty TNHH Cơ khí Ô Tô Phạm Gia,"216A Nguyễn Thái Bình, P.12, Q.Tân Bình, TP.HCM",028 3948 5400,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Toàn Cầu,Công ty TNHH Ô Tô Toàn Cầu,"18A Cộng Hòa, P.12, Q.Tân Bình, TP.HCM",028 3811 5578,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô và Cứu hộ Vinh Quang,Công ty TNHH Ô Tô và Cứu hộ Vinh Quang,"366 Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM",028 6266 1113,Tp Hcm,Multibrand,Phú Hưng
Công ty Cổ Phần Ô Tô An Thái,Công ty Cổ Phần Ô Tô An Thái,"268 Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM",028 3752 2045,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH TMDV Ô Tô Tây Sài Gòn (HONDA Ô Tô Phước Thành),HONDA Ô Tô Phước Thành,"63 Võ Văn Kiệt, P.An Lạc, Q.Bình Tân, TP.HCM",028 3817 2222,Tp Hcm,Honda,Phú Hưng
Công ty Cổ phần Ô Tô Trường Hải - Chi nhánh Bình Tân,Công ty Cổ phần Ô Tô Trường Hải - Chi nhánh Bình Tân,"309A Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM",028 3752 6171,Tp Hcm,Multibrand,Phú Hưng
Công ty Cổ phần Ô Tô Việt,Công ty Cổ phần Ô Tô Việt,"296 Lê Trọng Tấn, P.Tây Thạnh, Q.Tân Phú, TP.HCM",028 3812 7979,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Chiến Quốc,Công ty TNHH Ô Tô Chiến Quốc,"9 Đường CN6, P.Sơn Kỳ, Q.Tân Phú, TP.HCM",028 3812 7817,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Vũ An,Công ty TNHH Ô Tô Vũ An,"177 Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú, TP.HCM",028 6267 3017,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Bá Thành,Công ty TNHH Bá Thành,"462 Phan Văn Trị, P.7, Q.Gò Vấp, TP.HCM",0(08) 38957977,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Bá Thành - CN 2,Công ty TNHH Bá Thành - CN 2,"27 Nguyễn Kiệm, P.3, Q.Gò Vấp, TP.HCM",0908 751 765,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH MTV Ô Tô Kim,Công ty TNHH MTV Ô Tô Kim,"30B Nguyễn Thị Định, P.An Phú, Q.2, TP.HCM",028 3505 9256,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Sửa chữa Ô Tô Thành Chung,Công ty TNHH Sửa chữa Ô Tô Thành Chung,"14 – 16 Phan Đăng Lưu, P.6, Q.Bình Thạnh, TP.HCM",028 3551 1921,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Minh Nguyệt,Công ty TNHH Ô Tô Minh Nguyệt,"722 Điện Biên Phủ, P.22, Q.Bình Thạnh, TP.HCM",028 3512 7269,Tp Hcm,Multibrand,Phú Hưng
Công ty Cổ phần Tân Thành Đô City FORD,FORD,"218 Quốc lộ 13, P.Hiệp Bình Chánh, Q.Thủ Đức, TP.HCM",2253668995,Tp Hcm,Ford,Phú Hưng
Công ty TNHH TMDV - XNK Ô Tô Gia Phát,Công ty TNHH TMDV - XNK Ô Tô Gia Phát,"151/4A Điện Biên Phủ,P.25, Q.Bình Thạnh, TP.HCM",028 3512 8328,Tp Hcm,Multibrand,Phú Hưng
SUZUKI Đại Việt,SUZUKI Đại Việt,"438-440 Nguyễn Duy Trinh, P.Bình Trưng Đông, Q.2, TP.HCM",028 3840 5289,Tp Hcm,Suzuki,Phú Hưng
Công ty TNHH TMDV Ô Tô Quốc Cường,Công ty TNHH TMDV Ô Tô Quốc Cường,"C18/13 Ấp 4B, Xã Bình Hưng, H.Bình Chánh, TP.HCM",028 5431 6288,Tp Hcm,Multibrand,Phú Hưng
Công ty Cổ phần Vân Nam,Công ty Cổ phần Vân Nam,"522 Quốc lộ 13, KP6, P.Hiệp Bình Phước, Q.Thủ Đức, TP.HCM",028 3727 0983,Tp Hcm,Multibrand,Phú Hưng
Xí nghiệp Công nghiệp và Dịch vụ Ô Tô ISAMCO Bình Triệu,Xí nghiệp Công nghiệp và Dịch vụ Ô Tô ISAMCO Bình Triệu,"79-81 Quốc Lộ 13, P.Hiệp Bình Chánh, Q.Thủ Đức, TP.HCM",028 3726 9446,Tp Hcm,Multibrand,Phú Hưng
Xí nghiệp Công nghiệp và DV Ô Tô ISAMCO Cô Giang,Xí nghiệp Công nghiệp và DV Ô Tô ISAMCO Cô Giang,"139 Cô Giang, P.Cô Giang, Q.1, TP.HCM",028 3920 0105,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Hoàng Xa,Công ty TNHH Hoàng Xa,"85 Hoàng Quốc Việt, P.Phú Thuận, Q.7, TP.HCM",028 5433 9382,Tp Hcm,Multibrand,Phú Hưng
Công ty CP Cơ khí Lâm nghiệp Sài Gòn,Công ty CP Cơ khí Lâm nghiệp Sài Gòn,"7 Hẻm số 7 Thành Thái, P.14, Q.10, TP.HCM",028 3865 5609,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH MTV Thịnh Ô Tô,Công ty TNHH MTV Thịnh Ô Tô,"75-77H Trần Văn Kiểu, P.10, Q.6, TP.HCM",028 3755 8275,Tp Hcm,Multibrand,Phú Hưng
Công ty CP Kĩ thuật và Ô Tô Trường Long,Công ty CP Kĩ thuật và Ô Tô Trường Long,"Lô 46, Đường số 3, KCN Tân Tạo, Q.Bình Tân, TP.HCM",028 3754 3188,Tp Hcm,Multibrand,Phú Hưng
Công ty CP Cơ khí Ô Tô Thủ Đức (SAMCO Thủ Đức),SAMCO Thủ Đức,"1 Xa Lộ Hà Nội, P.Hiệp Phú, Q.9, TP.HCM",0(08) 37308989,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Cơ khí Ô Tô Phú Cường,Công ty TNHH Cơ khí Ô Tô Phú Cường,"39A Gò Dưa, P.Tam Bình, Q.Thủ Đức, TP.HCM",028 6284 9648,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Minh Phát,Công ty TNHH Ô Tô Minh Phát,"53/6A Phạm Văn Chiêu, P.14, Q.Gò Vấp, TP.HCM",028 6257 9194,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH DV-TM Ô Tô Anh Đức,Công ty TNHH DV-TM Ô Tô Anh Đức,"220 Lê Văn Lương, P.Tân Hưng, Q.7, TP.HCM",0126 838 3838,Tp Hcm,Multibrand,Phú Hưng
Công ty CP TMDV TOYOTA An Thành,TOYOTA An Thành,"606 Trần Hưng Đạo, P.2, Q.5, TP.HCM",0839.230.860,Tp Hcm,Toyota,Phú Hưng
Công ty CP Ô Tô Trí Linh,Công ty CP Ô Tô Trí Linh,"30/43 Lâm Văn Bền, P.Tân Kiểng, Q.7, TP.HCM",028 3775 4491,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Ô Tô Thế Giới,Công ty TNHH Ô Tô Thế Giới,"Lô B1, Đường C2, KCN Cát Lái 2, P.Thạnh Mỹ Lợi, Q.2, TP.HCM",028 3716 6688 | 0909 362 486,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Hình Tượng Ô Tô Sài Gòn (SUBARU),SUBARU,"106 Nguyễn Văn Trỗi, P.8, Q.Phú Nhuận, TP.HCM",0839.210.389,Tp Hcm,Subaru,Phú Hưng
Công ty TNHH Sửa chữa Ô Tô Sài Gòn,Công ty TNHH Sửa chữa Ô Tô Sài Gòn,"591 Điện Biên Phủ, P.25, Q.Bình Thạnh, TP.HCM",028 3899 6420,Tp Hcm,Multibrand,Phú Hưng
Công ty CP Vận tải Hàng Không Việt Nam (NISSAN Tân Sơn Nhất),NISSAN Tân Sơn Nhất,"1A Hồng Hà, P.2, Q.Tân Bình, TP.HCM",028 6660 1668 | 028 6660 1168,Tp Hcm,Nissan,Phú Hưng
Công ty TNHH TV-TM & DV Ô Tô Hoàng Gia,Công ty TNHH TV-TM & DV Ô Tô Hoàng Gia,"765 Trường Chinh, P.Tây Thạnh, Q.Tân Phú, TP.HCM",028 3815 8068 | 028 3815 0468,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH DV - TM Bách Tâm,Công ty TNHH DV - TM Bách Tâm,"261A Lâm Văn Bền, P.Bình Thuận, Q.7, TP.HCM",028 6271 4088,Tp Hcm,Multibrand,Phú Hưng
Công ty TNHH Cơ khí Ô Tô Minh Đức,Công ty TNHH Cơ khí Ô Tô Minh Đức,"106/10 Điện Biên Phủ, P.17, Q.Bình Thạnh, TP.HCM",028 3509 9989,Tp Hcm,Multibrand,Phú Hưng
