,Name,Phone,Brand,Province,Quantity
1423,Ô tô Hiếu Đăk Lăk,0917 422 229 ,Multibrand,Đắk Lắk,5
1424,Nguyên Thanh Auto,0913 305 789 ,Multibrand,Khánh Hoà,5
1425,Dương Tiến Trình,0986 551 133 ,Multibrand,Hà Nội,5
1426,Toyota Sure Bắc Ninh,0847 836 789 ,Toyota,Bắc Ninh,5
1427,Phạm Hải Đăng,0916 853 355 ,Multibrand,Hà Nội,5
1428,Volkswagen Vinh,0902 835 779 ,Volkswagen,Nghệ An,5
1429,Auto 46,0973 363 698 - 0913 216 695 ,Multibrand,Hà Nội,5
1430,Auto Hòa Bình - Hải Phòng,0939 617 986 ,Multibrand,Hải Phòng,5
1431,Toyota Ninh Kiều - Xe đã ...,0889 848 282 ,Toyota,Cần Thơ,5
1432,Mr Hải,0913 238 666 ,Multibrand,Hà Nội,5
1433,Volkswagen Sài Gòn Used ...,0906 810 799 ,Volkswagen,Tp Hcm,5
1434,Anh Vinh,0912 376 557 - 0981 755 398 ,Multibrand,Hà Nội,5
1435,Mr Vũ,0968 115 566 - 0905 295 193 ,Multibrand,Khánh Hoà,5
1436,Auto 183,0983 126 860 - 0916 547 460 ,Multibrand,Hà Nội,5
1437,Mrs. Thắm,0962 109 939 - 0938 885 635 ,Multibrand,Bắc Giang,5
1438,Nguyễn Hữu Quang,0879 798 339 ,Multibrand,Tp Hcm,5
1439,Phạm Ngọc,0902 006 656 ,Multibrand,Hà Nội,5
1440,Vu Van Trung,0901 544 543 ,Multibrand,Tp Hcm,5
1441,Mr.phong,0966 676 789 ,Multibrand,Hà Nội,5
1442,Yến Ngọc,0968 680 400 ,Multibrand,Tp Hcm,5
1443,Nguyễn Hoàng Long,0906 269 636 ,Multibrand,Hà Nội,5
1444,Mr Huyến,0987 138 887 ,Multibrand,Hà Nội,5
1445,Hà Châu Tuyền,0915 796 226 ,Multibrand,Hà Nội,5
1446,Minh Ngọc,0913 675 297 ,Multibrand,Hà Nội,5
1447,nguyen hoang,0935 208 366 ,Multibrand,Hà Nội,5
1448,Nguyễn Huy,0949 436 666 ,Multibrand,Hà Nội,5
1449,Phương Gia,0766 960 037 - 0335 889 500 ,Multibrand,Tp Hcm,5
1450,Tiến Tài,0943 938 888 ,Multibrand,Hà Nội,5
1451,Hoàng Minh Quân,0962 668 829 ,Multibrand,Vĩnh Phúc,5
1452,Nguyễn Khánh Tuấn,0933 609 435 - 0901 381 093 ,Multibrand,Tp Hcm,5
1453,Thắng,0909 774 113 ,Multibrand,Tp Hcm,5
1454,Nguyễn Minh,0933 061 061 - 0988 061 061 ,Multibrand,Đồng Nai,5
1455,Tran Hong Quang,0979 412 569 - 0987 426 368 ,Multibrand,Hà Nội,5
1456,Auto Phát Thịnh,0913 539 026 ,Multibrand,Hà Nội,5
1457,Hùng Ngần,0858 752 222 ,Multibrand,Hà Nội,5
1458,Đa Lộc Auto,0932 351 518 ,Multibrand,Hà Nội,5
1459,Tran Anh Tuan,0989 878 878 ,Multibrand,Hà Nội,5
1460,Mitsubishi Bình Dương,0986 175 502 ,Mitsubishi,Bình Dương,5
1461,Trung Hằng Auto,0913 286 316 ,Multibrand,Thái Nguyên,5
1462,Việt Thắng,0966 012 166 ,Multibrand,Hà Nội,5
1463,Nguyễn Vĩ,0901 296 978 ,Multibrand,Tp Hcm,5
1464,Tran Quoc Tuan,0969 568 289 ,Multibrand,Hà Nội,5
1465,Hùng Ngô Mây,0905 607 889 - 0968 244 779 ,Multibrand,Bình Định,5
0,VinFast Đông Sài Gòn,0966.891.781,Vinfast,Tp Hcm,8
1,VinFast VMM Royal City,0983.497.996,Vinfast,Hà Nội,8
2,VinFast VCP Long Biên,0983.497.996,Vinfast,Hà Nội,8
3,VinFast Mỹ Đình,0983.497.996,Vinfast,Hà Nội,8
4,VinFast VCP Lý Thái Tổ,0983.497.996,Vinfast,Bắc Ninh,8
5,VinFast Hải Dương,0983.497.996,Vinfast,Hải Dương,8
6,VinFast Hải Phòng,0983.497.996,Vinfast,Hải Phòng,8
7,Mazda Bình Tân,0967.556.650,Mazda,Tp Hcm,26
8,Mazda Phú Mỹ Hưng,0934.072.449,Mazda,Tp Hcm,26
9,Mazda Bình Triệu,0906.682.102,Mazda,Tp Hcm,26
10,Mazda Trường Chinh,0784.888.898,Mazda,Tp Hcm,26
11,Mazda Đà Nẵng,0913.556.681,Mazda,Đà Nẵng,30
12,KIA Tân Sơn Nhất,0388.863.250,Kia,Tp Hcm,48
14,KIA Phú Mỹ Hưng,0934.072.449,Kia,Tp Hcm,43
15,KIA Hồ Chí Minh,0934.434.031,Kia,Tp Hcm,43
16,KIA Yên Nghĩa,0968.506.893,Kia,Hà Nội,50
17,KIA Đà Nẵng,0966.308.886,Kia,Đà Nẵng,43
18,KIA Biên Hòa,0385.200.367,Kia,Đồng Nai,43
19,KIA Phan Thiết,0938.901.097,Kia,Bình Thuận,43
20,KIA Nha Trang,0938.333.847,Kia,Khánh Hoà,43
21,Toyota Hiroshima Tân Cảng,0936.241.629,Toyota,Tp Hcm,35
22,Toyota Đắk Nông,0899.811.399,Toyota,Đắk Nông,37
23,Toyota Bắc Giang,0981.865.222,Toyota,Bắc Giang,35
24,Toyota Bình Dương,0901.239.807,Toyota,Bình Dương,35
25,Toyota Nha Trang,0933.807.222,Toyota,Khánh Hoà,35
26,Ford Miền Nam,0903.196.169,Ford,Tp Hcm,15
27,Trần Hưng Đạo Ford - Chi Nhánh Sài Gòn Ford,0764.715.317,Ford,Tp Hcm,15
28,Gia Định Ford,0979.934.915,Ford,Tp Hcm,15
29,City Ford,0938.747.636,Ford,Tp Hcm,15
30,Phú Mỹ Ford,0365.273.812,Ford,Tp Hcm,15
31,Long Khánh Ford,0398 288 795,Ford,Đồng Nai,16
32,Vinh Ford,0915.434.226,Ford,Nghệ An,15
33,Hyundai Trường Chinh,0969.369.710,,Tp Hcm,26
34,Hyundai Đắk Lắk,0945.983.377,,Đắk Lắk,26
35,Honda Ôtô Hải Phòng,0934.211.811,Honda,Hải Phòng,12
37,Mitsubishi Quận 9,0903.191.378,Mitsubishi,Tp Hcm,13
38,Mitsubishi ISAMCO Bình Triệu,0903.191.378,Mitsubishi,Tp Hcm,13
39,Mitsubishi ISAMCO Cô Giang,0903.191.378,Mitsubishi,Tp Hcm,13
40,Mitsubishi ISAMCO Võ Văn Kiệt,0903.191.378,Mitsubishi,Tp Hcm,13
41,Mitsubishi Phương Nguyên,0903.191.378,Mitsubishi,Tp Hcm,13
42,Mitsubishi Đắk Lắk,0984.222.556,Mitsubishi,Đắk Lắk,13
43,Mitsubishi Đắk Nông,0984.222.556,Mitsubishi,Đắk Nông,14
44,Mitsubishi Vũng Tàu,0903.191.378,Mitsubishi,Bà Rịa-Vũng Tàu,13
45,Mitsubishi Nha Trang,0914.14.93.14,Mitsubishi,Khánh Hoà,13
46,Mitsubishi Tiền Giang,0888.802.949,Mitsubishi,Tiền Giang,13
47,Mercedes-Benz VietNam Star Phú Mỹ Hưng,0903.288.666,Mercedes,Tp Hcm,21
48,Mercedes-Benz Haxaco Điện Biên Phủ,0974.10.10.58,Mercedes,Tp Hcm,22
49,Mercedes-Benz VietNam Star Long Biên,0969.993.869,Mercedes,Hà Nội,22
50,Mercedes-Benz VietNam Star Hoàn Kiếm - Hà Nội,0969.993.869,Mercedes,Hà Nội,21
51,Mercedes-Benz Haxaco Láng Hạ,0969.993.869,Mercedes,Hà Nội,22
52,Mercedes-Benz Haxaco Kim Giang,0969.993.869,Mercedes,Hà Nội,22
53,Mercedes-Benz VietNam Star Ngô Quyền,0969.993.869,Mercedes,Hà Nội,22
54,Mercedes-Benz An Du Phạm Hùng,0969.993.869,Mercedes,Hà Nội,22
55,Mercedes-Benz Đồng Nai,0974.10.10.58,Mercedes,Đồng Nai,22
56,Mercedes-Benz Vũng Tàu,0974.10.10.58,Mercedes,Bà Rịa-Vũng Tàu,22
57,Mercedes-Benz Đà Lạt,0974.10.10.58,Mercedes,Lâm Đồng,22
58,BMW Hồ Chí Minh,09 46 26 90 26,Bmw,Tp Hcm,22
59,BMW Bình Dương,0901.889.798,Bmw,Bình Dương,20
60,Lexus Trung tâm Sài Gòn,090.113.1193,Lexus,Tp Hcm,5
61,Audi Hồ Chí Minh,0937.979.080,Audi,Tp Hcm,12
62,Audi Tân Bình,0902.10.55.99,Audi,Tp Hcm,18
63,Audi Phú Mỹ Hưng,0928.797997,Audi,Tp Hcm,21
64,Subaru Phú Mỹ,0968.090.209,Subaru,Tp Hcm,5
65,Peugeot Phú Mỹ Hưng,0932.007.378,,Tp Hcm,8
66,Suzuki Nam Định,0847.904.333,Suzuki,Nam Định,8
67,MG Vinh,0969828737,,Nghệ An,5
68,VinFast VCC Landmark 81,0899.49.04.07,Vinfast,Tp Hcm,8
69,VinFast VMM Thảo Điền,0899.49.04.07,Vinfast,Tp Hcm,8
70,VinFast VCP Lê Văn Việt,0899.49.04.07,Vinfast,Tp Hcm,8
71,VinFast Quang Trung,0899.49.04.07,Vinfast,Tp Hcm,8
72,VinFast Phú Mỹ Hưng,0899.49.04.07,Vinfast,Tp Hcm,8
73,VinFast Trường Chinh,0899.49.04.07,Vinfast,Tp Hcm,8
74,VinFast An Thái,0899.49.04.07,Vinfast,Tp Hcm,8
75,VinFast Sài Gòn,0899.49.04.07,Vinfast,Tp Hcm,8
76,VinFast Đồng Khởi,0899.49.04.07,Vinfast,Tp Hcm,8
77,VinFast 3 Tháng 2,0899.49.04.07,Vinfast,Tp Hcm,8
78,VinFast Cộng Hoà,0899.49.04.07,Vinfast,Tp Hcm,8
79,VinFast Gò Vấp,0899.49.04.07,Vinfast,Tp Hcm,8
80,VinFast Bình Thạnh,0899.49.04.07,Vinfast,Tp Hcm,8
81,VinFast Nhà Bè,0899.49.04.07,Vinfast,Tp Hcm,8
82,VinFast Quận 12,0899.49.04.07,Vinfast,Tp Hcm,8
83,VinFast Trần Duy Hưng,0899.49.04.07,Vinfast,Hà Nội,8
84,VinFast Ocean Park,0899.49.04.07,Vinfast,Hà Nội,8
85,VinFast Miền Bắc,0899.49.04.07,Vinfast,Hà Nội,8
86,VinFast Phạm Ngọc Thạch,0899.49.04.07,Vinfast,Hà Nội,8
87,VinFast VMM Times City,0899.49.04.07,Vinfast,Hà Nội,8
88,VinFast Tràng An,0899.49.04.07,Vinfast,Hà Nội,8
89,VinFast Phạm Văn Đồng,0899.49.04.07,Vinfast,Hà Nội,8
90,Showroom VinFast Vinsmart City,0899.49.04.07,Vinfast,Hà Nội,8
91,Showroom VinFast Tây Hồ,0899.49.04.07,Vinfast,Hà Nội,8
92,VinFast Newway,0899.49.04.07,Vinfast,Hà Nội,8
93,VinFast Giải Phóng,0899.49.04.07,Vinfast,Hà Nội,8
94,VinFast Thăng Long,0899.49.04.07,Vinfast,Hà Nội,8
95,VinFast Nguyễn Văn Linh,0899.49.04.07,Vinfast,Hà Nội,8
96,VinFast Hà Nội,0899.49.04.07,Vinfast,Hà Nội,8
97,Showroom VinFast Hà Thành,0899.49.04.07,Vinfast,Hà Nội,8
98,VinFast Quốc Oai,0899.49.04.07,Vinfast,Hà Nội,8
99,Showroom VinFast Ngô Quyền,0899.49.04.07,Vinfast,Đà Nẵng,8
100,VinFast Hải Châu,0899.49.04.07,Vinfast,Đà Nẵng,8
101,VinFast Đăk Lăk,0899.49.04.07,Vinfast,Đắk Lắk,8
102,VinFast Biên Hòa,0899.49.04.07,Vinfast,Đồng Nai,8
103,VinFast Đồng Tháp,0899.49.04.07,Vinfast,Đồng Tháp,8
104,VinFast Kon Tum,0899.49.04.07,Vinfast,Gia Lai,8
105,VinFast Hà Giang,0899.49.04.07,Vinfast,Hà Giang,8
106,VinFast An Giang,0899.49.04.07,Vinfast,An Giang,8
107,VinFast Vũng Tàu,0899.49.04.07,Vinfast,Bà Rịa-Vũng Tàu,8
108,VinFast Bạc Liêu,0899.49.04.07,Vinfast,Bạc Liêu,8
109,VinFast Bắc Kạn,0899.49.04.07,Vinfast,Bắc Kạn,8
110,VinFast Quang Tuấn Bắc Giang,0899.49.04.07,Vinfast,Bắc Giang,8
111,VinFast Đào Dương Bắc Giang,0899.49.04.07,Vinfast,Bắc Giang,8
112,VinFast Bến Tre,0899.49.04.07,Vinfast,Bến Tre,8
113,VinFast Nam Thái,0899.49.04.07,Vinfast,Bình Dương,8
114,VinFast Dĩ An,0899.49.04.07,Vinfast,Bình Dương,8
115,VinFast Bình Phước,0899.49.04.07,Vinfast,Bình Phước,8
116,VinFast Bình Thuận,0899.49.04.07,Vinfast,Bình Thuận,8
117,VinFast Cà Mau,0899.49.04.07,Vinfast,Cà Mau,8
118,VinFast Cao Bằng,0899.49.04.07,Vinfast,Cao Bằng,8
119,VinFast VCP Hùng Vương,0899.49.04.07,Vinfast,Cần Thơ,8
120,VinFast Cần Thơ,0899.49.04.07,Vinfast,Cần Thơ,8
121,VinFast Xuân Khánh,0899.49.04.07,Vinfast,Cần Thơ,8
122,VinFast Hà Tĩnh,0899.49.04.07,Vinfast,Hà Tĩnh,8
123,VinFast Âu Lạc,0899.49.04.07,Vinfast,Hải Phòng,6
124,VinFast Hoà Bình,0899.49.04.07,Vinfast,Hòa Bình,8
125,VinFast Hà Nam,0899.49.04.07,Vinfast,Hà Nam,8
126,VinFast Hậu Giang,0899.49.04.07,Vinfast,Hậu Giang,8
127,VinFast Hưng Yên,0899.49.04.07,Vinfast,Hưng Yên,8
128,VinFast VCP Trần Phú,0899.49.04.07,Vinfast,Khánh Hoà,8
129,VinFast Thái Nguyên - Nha Trang,0899.49.04.07,Vinfast,Khánh Hoà,8
130,VinFast Kiên Giang,0899.49.04.07,Vinfast,Kiên Giang,8
131,VinFast KonTum,0899.49.04.07,Vinfast,Kon Tum,8
132,VinFast Lai Châu,0899.49.04.07,Vinfast,Lai Châu,8
133,VinFast Hoàng Hải Lào Cai,0899.49.04.07,Vinfast,Lào Cai,8
134,VinFast Lạng Sơn,0899.49.04.07,Vinfast,Lạng Sơn,8
135,VinFast Đà Lạt,0899.49.04.07,Vinfast,Lâm Đồng,8
136,VinFast VCP Bảo Lộc,0899.49.04.07,Vinfast,Lâm Đồng,8
137,VinFast Long An,0899.49.04.07,Vinfast,Long An,8
138,VinFast Nam Định,0899.49.04.07,Vinfast,Nam Định,8
139,VinFast Vinh,0899.49.04.07,Vinfast,Nghệ An,8
140,VinFast Ninh Bình,0899.49.04.07,Vinfast,Ninh Bình,8
141,VinFast Ninh Thuận,0899.49.04.07,Vinfast,Ninh Thuận,8
142,VinFast Duy Hùng - VinFast Phú Thọ,0899.49.04.07,Vinfast,Phú Thọ,8
143,VinFast Việt Trì,0899.49.04.07,Vinfast,Phú Thọ,8
144,VinFast Thành Thành Phát 1,0899.49.04.07,Vinfast,Phú Thọ,8
145,VinFast Phú Yên,0899.49.04.07,Vinfast,Phú Yên,8
146,VinFast Đồng Hới,0899.49.04.07,Vinfast,Quảng Bình,8
147,VinFast Phúc Thành,0899.49.04.07,Vinfast,Quảng Bình,8
148,VinFast Quảng Nam,0899.49.04.07,Vinfast,Quảng Nam,8
149,VinFast Quảng Ngãi,0899.49.04.07,Vinfast,Quảng Ngãi,8
150,VinFast VCP Hạ Long,0899.49.04.07,Vinfast,Quảng Ninh,8
151,VinFast Cẩm Phả,0899.49.04.07,Vinfast,Quảng Ninh,8
152,VinFast Quảng Trị,0899.49.04.07,Vinfast,Quảng Trị,8
153,VinFast Sóc Trăng,0899.49.04.07,Vinfast,Sóc Trăng,8
154,VinFast Sơn La,0899.49.04.07,Vinfast,Sơn La,8
155,VinFast Tây Ninh,0899.49.04.07,Vinfast,Tây Ninh,8
156,VinFast Thăng Long Auto - VinFast Thái Bình,0899.49.04.07,Vinfast,Thái Bình,8
157,Showroom VinFast Thái Nguyên,0899.49.04.07,Vinfast,Thái Nguyên,8
158,VinFast Minh Đạo,0899.49.04.07,Vinfast,Thái Nguyên,8
159,VinFast Thanh Hóa,0899.49.04.07,Vinfast,Thanh Hóa,8
160,VinFast Trần Phú - Thanh Hóa,0899.49.04.07,Vinfast,Thanh Hóa,8
161,VinFast Thế Hệ Mới,0899.49.04.07,Vinfast,Tt Huế,8
162,VinFast Mỹ Tho,0899.49.04.07,Vinfast,Tiền Giang,8
163,VinFast Trà Vinh,0899.49.04.07,Vinfast,Trà Vinh,8
164,VinFast Tuyên Quang,0899.49.04.07,Vinfast,Tuyên Quang,8
165,VinFast Vĩnh Long,0899.49.04.07,Vinfast,Vĩnh Long,8
166,VinFast Vĩnh Phúc,0899.49.04.07,Vinfast,Vĩnh Phúc,8
167,VinFast Yên Bái,0899.49.04.07,Vinfast,Yên Bái,8
168,SsangYong An Phú,0899.49.04.07,,Tp Hcm,0
169,SsangYong Gò Vấp,0899.49.04.07,,Tp Hcm,0
170,SsangYong Long Biên,0899.49.04.07,,Hà Nội,0
171,SsangYong Thăng Long,0899.49.04.07,,Hà Nội,0
172,Renault Phú Mỹ Hưng,0899.49.04.07,Renault,Tp Hcm,3
173,Renault Hà Nội,0899.49.04.07,Renault,Hà Nội,3
174,Renault Vinh,0899.49.04.07,Renault,Nghệ An,3
175,Renault Gia Lai,0899.49.04.07,Renault,Gia Lai,3
176,Renault Đắk Lắk,0899.49.04.07,Renault,Đắk Lắk,3
177,Renault Hải Phòng,0899.49.04.07,Renault,Hải Phòng,3
178,Mazda Gò Vấp,0899.49.04.07,Mazda,Tp Hcm,26
179,Mazda Hồ Chí Minh,0899.49.04.07,Mazda,Tp Hcm,26
180,Mazda Cộng Hòa,0899.49.04.07,Mazda,Tp Hcm,26
181,Mazda Tân Sơn Nhất,0899.49.04.07,Mazda,Tp Hcm,26
182,Mazda Thảo Điền,0899.49.04.07,Mazda,Tp Hcm,26
183,Mazda Thiso Sala,0899.49.04.07,Mazda,Tp Hcm,27
184,Mazda Lê Văn Lương,0899.49.04.07,Mazda,Hà Nội,26
185,Mazda Láng Hạ,0899.49.04.07,Mazda,Hà Nội,27
186,Mazda Giải Phóng,0899.49.04.07,Mazda,Hà Nội,26
187,Mazda Long Biên,0899.49.04.07,Mazda,Hà Nội,26
188,Mazda Phạm Văn Đồng,0899.49.04.07,Mazda,Hà Nội,26
189,Mazda Trần Khát Chân,0899.49.04.07,Mazda,Hà Nội,26
190,Mazda Hà Đông,0899.49.04.07,Mazda,Hà Nội,26
191,Mazda Yên Nghĩa,0899.49.04.07,Mazda,Hà Nội,26
192,Mazda Mỹ Đình,0899.49.04.07,Mazda,Hà Nội,26
193,Mazda Liên Chiểu,0899.49.04.07,Mazda,Đà Nẵng,0
194,Mazda Đắk Lắk,0899.49.04.07,Mazda,Đắk Lắk,26
195,Mazda Buôn Hồ,0899.49.04.07,Mazda,Đắk Lắk,0
196,Mazda Đắk Nông,0899.49.04.07,Mazda,Đắk Nông,27
197,Mazda Biên Hòa,0899.49.04.07,Mazda,Đồng Nai,26
198,Mazda Long Khánh,0899.49.04.07,Mazda,Đồng Nai,26
199,Mazda Long Thành,0899.49.04.07,Mazda,Đồng Nai,27
200,Mazda Đồng Tháp,0899.49.04.07,Mazda,Đồng Tháp,26
201,Mazda Gia Lai,0899.49.04.07,Mazda,Gia Lai,26
202,Mazda Hà Giang,0899.49.04.07,Mazda,Hà Giang,26
203,Mazda Hà Nam,0899.49.04.07,Mazda,Hà Nam,26
204,Mazda An Giang,0899.49.04.07,Mazda,An Giang,26
205,Mazda Vũng Tàu,0899.49.04.07,Mazda,Bà Rịa-Vũng Tàu,26
206,Mazda Bà Rịa,0899.49.04.07,Mazda,Bà Rịa-Vũng Tàu,27
207,Mazda Bạc Liêu,0899.49.04.07,Mazda,Bạc Liêu,27
208,Mazda Bắc Kạn,0899.49.04.07,Mazda,Bắc Kạn,27
209,Mazda Bắc Giang,0899.49.04.07,Mazda,Bắc Giang,26
210,Mazda Bắc Ninh,0899.49.04.07,Mazda,Bắc Ninh,26
211,Mazda Từ Sơn,0899.49.04.07,Mazda,Bắc Ninh,27
212,Mazda Bến Tre,0899.49.04.07,Mazda,Bến Tre,27
213,Mazda Bình Dương,0899.49.04.07,Mazda,Bình Dương,26
214,Mazda Tân Uyên,0899.49.04.07,Mazda,Bình Dương,27
215,Mazda Thủ Dầu Một,0899.49.04.07,Mazda,Bình Dương,27
216,Mazda Bình Định,0899.49.04.07,Mazda,Bình Định,26
217,Mazda Bình Phước,0899.49.04.07,Mazda,Bình Phước,26
218,Mazda Chơn Thành,0899.49.04.07,Mazda,Bình Phước,27
219,Mazda Phan Thiết,0899.49.04.07,Mazda,Bình Thuận,26
220,Mazda Cà Mau,0899.49.04.07,Mazda,Cà Mau,27
221,Mazda Cao Bằng,0899.49.04.07,Mazda,Cao Bằng,27
222,Mazda Cần Thơ,0899.49.04.07,Mazda,Cần Thơ,26
223,Mazda Tây Đô,0899.49.04.07,Mazda,Cần Thơ,27
224,Mazda Thốt Nốt,0899.49.04.07,Mazda,Cần Thơ,27
225,Mazda Hà Tĩnh,0899.49.04.07,Mazda,Hà Tĩnh,26
226,Mazda Hải Dương,0899.49.04.07,Mazda,Hải Dương,27
227,Mazda Chí Linh,0899.49.04.07,Mazda,Hải Dương,27
228,Mazda Hải Phòng,0899.49.04.07,Mazda,Hải Phòng,26
229,Mazda Nguyễn Văn Linh,0899.49.04.07,Mazda,Hải Phòng,27
230,Mazda Hòa Bình,0899.49.04.07,Mazda,Hòa Bình,26
231,Mazda Hậu Giang,0899.49.04.07,Mazda,Hậu Giang,27
232,Mazda Hưng Yên,0899.49.04.07,Mazda,Hưng Yên,26
233,Mazda Phố Nối,0899.49.04.07,Mazda,Hưng Yên,27
234,Mazda Yên Bái,0899.49.04.07,Mazda,Yên Bái,27
235,Mazda Nha Trang,0899.49.04.07,Mazda,Khánh Hoà,26
236,Mazda Kiên Giang,0899.49.04.07,Mazda,Kiên Giang,26
237,Mazda Kon Tum,0899.49.04.07,Mazda,Kon Tum,26
238,Mazda Lào Cai,0899.49.04.07,Mazda,Lào Cai,27
239,Mazda Lạng Sơn,0899.49.04.07,Mazda,Lạng Sơn,26
240,Mazda Đà Lạt,0899.49.04.07,Mazda,Lâm Đồng,26
241,Mazda Bảo Lộc,0899.49.04.07,Mazda,Lâm Đồng,26
242,Mazda Đức Trọng,0899.49.04.07,Mazda,Lâm Đồng,27
243,Mazda Long An,0899.49.04.07,Mazda,Long An,26
244,Mazda Bến Lức,0899.49.04.07,Mazda,Long An,27
245,Mazda Nam Định,0899.49.04.07,Mazda,Nam Định,26
246,Mazda Vinh,0899.49.04.07,Mazda,Nghệ An,26
247,Mazda Lê Lợi,0899.49.04.07,Mazda,Nghệ An,26
248,Mazda Ninh Bình,0899.49.04.07,Mazda,Ninh Bình,26
249,Mazda Phan Rang,0899.49.04.07,Mazda,Ninh Thuận,27
250,Mazda Phú Thọ,0899.49.04.07,Mazda,Phú Thọ,26
251,Mazda Phú Yên,0899.49.04.07,Mazda,Phú Yên,27
252,Mazda Quảng Bình,0899.49.04.07,Mazda,Quảng Bình,26
253,Mazda Ba Đồn,0899.49.04.07,Mazda,Quảng Bình,27
254,Mazda Quảng Nam,0899.49.04.07,Mazda,Quảng Nam,26
255,Mazda Quãng Ngãi,0899.49.04.07,Mazda,Quảng Ngãi,26
256,Mazda Quảng Ninh,0899.49.04.07,Mazda,Quảng Ninh,26
257,Mazda Móng Cái,0899.49.04.07,Mazda,Quảng Ninh,27
258,Mazda Cẩm Phả,0899.49.04.07,Mazda,Quảng Ninh,27
259,Mazda Quảng Trị,0899.49.04.07,Mazda,Quảng Trị,26
260,Mazda Sóc Trăng,0899.49.04.07,Mazda,Sóc Trăng,27
261,Mazda Sơn La,0899.49.04.07,Mazda,Sơn La,26
262,Mazda Tây Ninh,0899.49.04.07,Mazda,Tây Ninh,26
263,Mazda Thái Bình,0899.49.04.07,Mazda,Thái Bình,26
264,Mazda Thái Nguyên,0899.49.04.07,Mazda,Thái Nguyên,26
265,Mazda Sông Công,0899.49.04.07,Mazda,Thái Nguyên,27
266,Mazda Thanh Hóa,0899.49.04.07,Mazda,Thanh Hóa,26
267,Mazda Thọ Xuân,0899.49.04.07,Mazda,Thanh Hóa,26
268,Mazda Nguyễn Tất Thành,0899.49.04.07,Mazda,Tt Huế,27
269,Mazda Nguyễn Văn Linh - Huế,0899.49.04.07,Mazda,Tt Huế,27
270,Mazda Tiền Giang,0899.49.04.07,Mazda,Tiền Giang,26
271,Mazda Trà Vinh,0899.49.04.07,Mazda,Trà Vinh,27
272,Mazda Tuyên Quang,0899.49.04.07,Mazda,Tuyên Quang,27
273,Mazda Vĩnh Long,0899.49.04.07,Mazda,Vĩnh Long,26
274,Mazda Vĩnh Phúc,0899.49.04.07,Mazda,Vĩnh Phúc,26
275,KIA Gò Vấp,0899.49.04.07,Kia,Tp Hcm,43
276,KIA Nguyễn Văn Trỗi,0899.49.04.07,Kia,Tp Hcm,43
277,KIA Thảo Điền,0899.49.04.07,Kia,Tp Hcm,43
278,KIA Kinh Dương Vương,0899.49.04.07,Kia,Tp Hcm,43
279,KIA Bình Tân,0899.49.04.07,Kia,Tp Hcm,43
280,KIA Trường Chinh,0899.49.04.07,Kia,Tp Hcm,43
281,KIA Hùng Vương,0899.49.04.07,Kia,Tp Hcm,56
282,KIA Thiso Sala,0899.49.04.07,Kia,Tp Hcm,56
283,KIA Bạch Đằng,0899.49.04.07,Kia,Hà Nội,43
284,KIA Long Biên,0899.49.04.07,Kia,Hà Nội,43
285,KIA Cầu Diễn,0899.49.04.07,Kia,Hà Nội,43
286,KIA Giải Phóng,0899.49.04.07,Kia,Hà Nội,35
287,KIA Phạm Văn Đồng,0899.49.04.07,Kia,Hà Nội,43
288,KIA Đống Đa,0899.49.04.07,Kia,Hà Nội,35
289,KIA Mỹ Đình,0899.49.04.07,Kia,Hà Nội,35
290,KIA Sơn Tây,0899.49.04.07,Kia,Hà Nội,56
291,KIA Liên Chiểu,0899.49.04.07,Kia,Đà Nẵng,56
292,KIA Phạm Hùng,0899.49.04.07,Kia,Đà Nẵng,56
293,KIA Đắk Lắk,0899.49.04.07,Kia,Đắk Lắk,43
294,KIA Đắk Nông,0899.49.04.07,Kia,Đắk Nông,45
295,KIA Long Khánh,0899.49.04.07,Kia,Đồng Nai,56
296,KIA Long Thành,0899.49.04.07,Kia,Đồng Nai,56
297,KIA Đồng Tháp,0899.49.04.07,Kia,Đồng Tháp,60
298,KIA Đồng Tháp - CN Mỹ Phú,0899.49.04.07,Kia,Đồng Tháp,56
299,KIA Gia Lai,0899.49.04.07,Kia,Gia Lai,43
300,KIA Hà Giang,0899.49.04.07,Kia,Hà Giang,43
301,KIA Hà Nam,0899.49.04.07,Kia,Hà Nam,43
302,KIA An Giang,0899.49.04.07,Kia,An Giang,35
303,KIA An Giang - CN Trần Hưng Đạo,0899.49.04.07,Kia,An Giang,56
304,KIA Vũng Tàu,0899.49.04.07,Kia,Bà Rịa-Vũng Tàu,35
305,KIA Bà Rịa,0899.49.04.07,Kia,Bà Rịa-Vũng Tàu,56
306,KIA Bạc Liêu,0899.49.04.07,Kia,Bạc Liêu,56
307,KIA Bắc Kạn,0899.49.04.07,Kia,Bắc Kạn,56
308,KIA Bắc Giang,0899.49.04.07,Kia,Bắc Giang,43
309,KIA Bắc Ninh,0899.49.04.07,Kia,Bắc Ninh,43
310,KIA Từ Sơn,0899.49.04.07,Kia,Bắc Ninh,56
311,KIA Bến Tre,0899.49.04.07,Kia,Bến Tre,56
312,KIA Bình Dương,0899.49.04.07,Kia,Bình Dương,39
313,KIA Thủ Dầu Một,0899.49.04.07,Kia,Bình Dương,56
314,KIA Tân Uyên,0899.49.04.07,Kia,Bình Dương,56
315,KIA Bình Định,0899.49.04.07,Kia,Bình Định,35
